Time[s],Packet ID,Address,Read/Write,Data
3.5839830000,140,0x05,R,0x46 0x0F 0x00 0x08 0x24 0xDD 0x2D 0xB0 0x1F 0x52 0xF8 0x1F 0xC5 0xEC 0x03 0x2D 0x64 0x00
3.5853928000,141,0x04,W,0x82
3.6286986000,142,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x10 0x02
3.6344428000,143,0x05,R,0x46 0x00 0x00
3.6346838000,144,0x04,W,0x82
3.6786758000,145,0x04,W,0xA7 0x01 0x00 0x0E 0x01 0x38
3.6849032000,146,0x05,R,0x46 0x0E 0x01 0x92 0x09 0xA3 0x99 0x7A 0x96 0xA3 0xFD 0x66 0xAD 0x4E 0xFC 0x39 0x0A 0x41 0xB9 0x0A 0x41 0xBF 0xFF 0xFF 0xB9 0x0A 0x41 0xB9 0x0A 0x41 0xB9 0x0A 0x41 0xB9 0x0A 0x41 0xAD 0x4E 0xFC 0x23 0xFD 0x66 0x99 0x7A 0x96 0x99 0x7A 0x96 0x9C 0x96 0x77 0x1C 0x96 0x77 0x1C 0x96 0x77 0x1C 0x96 0x77 0x1C 0x96 0x77 0x1C 0x96 0x77 0x1C 0x96 0x77 0x16 0xB5 0x43 0x16 0xB5 0x43 0x16 0xB5 0x43 0x16 0xB5 0x43 0x14 0x3D 0x13 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x90 0x13 0x79 0x90 0x13 0x79 0x8E 0x53 0xEB 0x8C 0xC5 0x09 0x8C 0xC5 0x09 0x8C 0xC5 0x09 0x8C 0xC5 0x09 0x8C 0xC5 0x09 0x8C 0xC5 0x09 0x8B 0x61 0x88 0xF9 0xF8 0x42 0x0C 0x30 0xE3 0x0C 0x30 0xC2 0x05 0xFF 0xE0 0x00 0x00 0x00 0x00 0x07 0xDF 0x7D 0xF7 0xBE 0x79 0xE7 0x9E 0x79 0xE7 0x9E 0x79 0xE7 0x9D 0xF7 0xD7 0x3C 0xF3 0xCF 0x3C 0xF0 0x03 0xE8 0x2E 0xE1 0x38 0x86 0xD6 0x23 0x28 0xAB 0xE3 0x2C 0x8E 0xA6 0x42 0x69 0x28 0xE5 0x20 0x96 0x76 0x61 0xA9 0xA5 0xE7 0x14 0x9E 0x46 0x80 0xEA 0x22 0xE9 0x08 0xA6 0x16 0xA0 0x2A 0x9F 0xEA 0xFC 0xAD 0xE6 0xBF 0x6B 0x1C 0xEC 0xF0 0xB5 0xB6 0xDE 0xAB 0x99 0xEE 0xE4 0xBD 0x86 0xFD 0xEC 0x16 0xF0 0xD8 0xC5 0x57 0x1D 0x2C 0x93 0xF2 0xCC 0xCD 0x27 0x3C 0x6D 0x10 0xF4 0xC0 0xD4 0xF7 0x5B 0xAD 0x8D 0xF6 0xB4 0xDC 0xC7 0x88 0x00
3.6972136000,147,0x04,W,0x82
3.7512354000,148,0x04,W,0x88 0x01
3.7536876000,149,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x06 0x02
3.7555476000,150,0x05,R,0x46 0x00 0x00
3.7557888000,151,0x04,W,0x82
3.8036746000,152,0x04,W,0xA7 0x01 0x00 0x12 0x00 0x38
3.8060066000,153,0x05,R,0x46 0x12 0x00 0x36 0x00 0x00 0x00 0x00 0x02 0x86 0x82 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
3.8070434000,154,0x04,W,0x82
3.8536862000,155,0x04,W,0xA7 0x02 0x00 0x00 0x00 0x12 0x01
3.8564658000,156,0x05,R,0x46 0x00 0x00
3.8567068000,157,0x04,W,0x82
3.9536694000,158,0x04,W,0xA7 0x01 0x00 0x03 0x00 0x02
3.9573852000,159,0x05,R,0x46 0x03 0x00 0x01 0x00 0x1A
3.9582466000,160,0x04,W,0x82
4.0036738000,161,0x04,W,0xA7 0x01 0x00 0x03 0x00 0x02
4.0078456000,162,0x05,R,0x46 0x03 0x00 0x01 0x00 0x1A
4.0087866000,163,0x04,W,0x82
4.0536742000,164,0x04,W,0xA7 0x01 0x00 0x00 0x00 0x35
4.0583056000,165,0x05,R,0x46 0x00 0x00
4.0585466000,166,0x04,W,0x82
4.1536674000,167,0x04,W,0xA7 0x01 0x00 0x03 0x00 0x02
4.1592258000,168,0x05,R,0x46 0x03 0x00 0x01 0x00 0x1A
4.1600870000,169,0x04,W,0x82
4.2037008000,170,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x06 0x00 0x3C
4.2096868000,171,0x05,R,0x46 0x00 0x00
4.2099280000,172,0x04,W,0x82
4.2537294000,173,0x04,W,0xA7 0x01 0x00 0x30 0x00 0x09
4.2601472000,174,0x05,R,0x46 0x30 0x00 0xFF 0xFF 0xFF 0xFF 0x33 0xFA 0xFF 0xFF 0xFF 0xFF 0x25 0xB8 0x2F 0x32 0x0D 0xE9 0xB4 0xEF 0xB3 0x68 0x41 0x2D 0xFD 0x94 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0x79 0x34 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0x00 0x00
4.2625180000,175,0x04,W,0x82
4.3286890000,176,0x04,W,0xA7 0x02 0x00 0x00 0x00 0x12 0x03
4.3307914000,177,0x05,R,0x46 0x00 0x00
4.3310326000,178,0x04,W,0x82
4.4286610000,179,0x04,W,0xA7 0x01 0x00 0x03 0x00 0x02
4.4317122000,180,0x05,R,0x46 0x03 0x00 0x01 0x00 0x1A
4.4325740000,181,0x04,W,0x82
4.4786940000,182,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x05 0x03
4.4821720000,183,0x05,R,0x46 0x00 0x00
4.4824132000,184,0x04,W,0x82
4.5286766000,185,0x04,W,0xA7 0x01 0x00 0x0F 0x00 0x38
4.5326314000,186,0x05,R,0x46 0x0F 0x00 0x7F 0xFF 0xFF 0x00 0x00 0x00 0xC7 0xFF 0xFF 0xC7 0xFF 0xFF 0xC0 0x00 0x00
4.5340396000,187,0x04,W,0x82
4.5786988000,188,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x07 0x03
4.5830914000,189,0x05,R,0x46 0x00 0x00
4.5833324000,190,0x04,W,0x82
4.6286702000,191,0x04,W,0xA7 0x01 0x00 0x77 0x01 0x38
4.6336184000,192,0x05,R,0x46 0x77 0x01 0xC0 0x05 0xDC 0x0D 0xAC 0x15 0x7C 0x1D 0x4C 0x25 0x1C 0x2C 0xEC 0x34 0xBC 0x3C 0x8C 0x44 0x5C 0x4C 0x2C 0x53 0xFC 0x5B 0xCC 0x63 0x9C 0x6B 0x6C 0x73 0x3E 0xCB 0xCC 0x83 0xF7 0x73 0xFD 0x77 0x9F 0x60 0x63 0xDF 0xF2 0x8E 0xB9 0x5E 0x23 0x93 0x23 0xD9 0x51 0x90 0x7E 0xEF 0x6F 0xAE 0x71 0xA3 0x8C 0x8C 0x77 0xA1 0xD5 0x8D 0x74 0x72 0x64 0x7B 0x27 0xB2 0x0F 0xDD 0xF7 0xF5 0xC6 0x10 0xCF 0x91 0x95 0x8A 0x3A 0xB1 0x20 0x8E 0x4C 0x8F 0x64 0xD6 0x41 0xFB 0xBF 0xFE 0xB8 0xA2 0x19 0x32 0x3A 0xC7 0x07 0x56 0x25 0x11 0xC9 0x91 0xEC 0x9A 0xC8 0x3F 0x70 0x07 0xD7 0x17 0xEC 0x06 0x48 0xB8 0x48 0xEA 0xC4 0xA2 0x39 0x32 0x3D 0x93 0x59 0x07 0xEE 0xFF 0xFA 0xE4 0x06 0x11 0xC9 0x4A 0x04 0x1D 0x58 0x94 0x47 0x26 0x47 0xB2 0x73 0x20 0xFD 0xDF 0xBF 0x5D 0x06 0xBD 0x19 0x26 0x97 0xE3 0xAB 0x12 0x68 0xE4 0xC8 0xF6 0x4F 0x64 0x1F 0xBB 0xEF 0xEB 0xA5 0xE5 0xEF 0x26 0x1A 0xA8 0x75 0x62 0x4D 0x1C 0x99 0x1E 0xCA 0x0C 0x83 0xF7 0x7C 0xFD 0x74 0x7E 0xC2 0x64 0xB2 0x16 0x0E 0xAC 0x49 0xA3 0x93 0x23 0xD9 0x45 0x90 0x7E 0xEF 0x7F 0xAE 0x8F 0xD7 0x1C 0x91 0x71 0x31 0xD5 0x89 0x34 0x72 0x64 0x7B 0x28 0xB2 0x0F 0xDD 0xEB 0xF5 0xD2 0x2F 0x5F 0x92 0x41 0x62 0x3A 0xB1 0x26 0x8E 0x4C 0x8F 0x65 0x26 0x41 0xFB 0xBC 0xBE 0xBA 0xB7 0x35 0xB2 0x39 0xFF 0x47 0x56 0x24 0xD1 0xC9 0x91 0xEC 0xAA 0xC8 0x3F 0x77 0x87 0xD7 0x58 0x5A 0xCE 0x44 0xAE 0xB0 0xEA 0xC4 0x9A 0x39 0x32 0x3D 0x95 0x99 0x07 0xEE 0xED 0xFA 0xEC 0x69 0x71 0xC8 0xE9 0xCF 0x1D 0x58 0x93 0x47 0x26 0x47 0xB2 0xB3 0x20 0xFD 0xDD 0xBF 0x5D 0x9F 0xAB 0x79 0x25 0xDF 0xE3 0xAB 0x12 0x68 0xE4 0xC8 0xF6 0x56 0x64 0x1F 0xBB 0xB7 0xEB 0xB8 0x58 0xF7 0x21 0xFF 0xC0 0x77 0x7F 0x41 0x1C 0x99 0x1C 0x28 0x82 0x96 0x14 0x41 0x4B 0x8A 0x20 0xA5 0xC5 0x10 0x52 0xE2 0x88 0x29 0x71 0x44 0x14 0xB8 0xA2 0x0A 0x5C 0x51 0x05 0x2E 0x28 0x82 0x97 0x14 0x41 0x4B 0x8A 0x20 0xA5 0xC5 0x10 0x52 0xE2 0x88 0x29 0x71 0x44 0x14 0xB8 0xA2 0x0A 0x5C 0x51 0x05 0x2C
4.6517852000,193,0x04,W,0x82
4.7536858000,194,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x0A 0x03
4.7546542000,195,0x05,R,0x46 0x00 0x00
4.7548954000,196,0x04,W,0x82
4.8036734000,197,0x04,W,0xA7 0x01 0x00 0x32 0x01 0x38
4.8152070000,198,0x05,R,0x46 0x32 0x01 0x8B 0xB8 0x22 0x9F 0xFD 0x02 0xA0 0x00 0x00 0x34 0x40 0x0D 0x49 0xA8 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x0D 0x49 0xA8 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x37 0x80 0x00 0x00
4.8292138000,199,0x04,W,0x82
4.9036898000,200,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x08 0x03
4.9060372000,201,0x05,R,0x46 0x00 0x00
4.9062782000,202,0x04,W,0x82
4.9536780000,203,0x04,W,0xA7 0x01 0x00 0x06 0x00 0x38
4.9564994000,204,0x05,R,0x46 0x06 0x00 0x00 0x00 0x0E 0x03 0x7C 0xEF
4.9570078000,205,0x04,W,0x82
5.0036952000,206,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x09 0x03
5.0069598000,207,0x05,R,0x46 0x00 0x00
5.0072008000,208,0x04,W,0x82
5.0536720000,209,0x04,W,0xA7 0x01 0x00 0xAE 0x00 0x38
5.0574206000,210,0x05,R,0x46 0xAE 0x00 0xB3 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x33 0x32 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x5A 0x62 0xC6 0x58 0x00 0x00
5.0654262000,211,0x04,W,0x82
5.1036944000,212,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x0B 0x03
5.1078810000,213,0x05,R,0x46 0x00 0x00
5.1081220000,214,0x04,W,0x82
5.1536770000,215,0x04,W,0xA7 0x01 0x00 0x0F 0x00 0x38
5.1583408000,216,0x05,R,0x46 0x0F 0x00 0x08 0x24 0xDD 0x2D 0xB0 0x1F 0x52 0xF8 0x1F 0xC5 0xEC 0x03 0x2D 0x64 0x00
5.1597504000,217,0x04,W,0x82
5.2036994000,218,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x10 0x03
5.2088014000,219,0x05,R,0x46 0x00 0x00
5.2090426000,220,0x04,W,0x82
5.2536706000,221,0x04,W,0xA7 0x01 0x00 0x0E 0x01 0x38
5.2592616000,222,0x05,R,0x46 0x0E 0x01 0x85 0xB4 0x39 0x90 0x13 0x79 0x99 0x7A 0x96 0xAD 0x4E 0xFC 0x39 0x0A 0x41 0xB9 0x0A 0x41 0xBF 0xFF 0xFF 0xB9 0x0A 0x41 0xB9 0x0A 0x41 0xB9 0x0A 0x41 0xB9 0x0A 0x41 0xAD 0x4E 0xFC 0x23 0xFD 0x66 0x99 0x7A 0x96 0x99 0x7A 0x96 0x9C 0x96 0x77 0x1C 0x96 0x77 0x1C 0x96 0x77 0x1C 0x96 0x77 0x1C 0x96 0x77 0x1C 0x96 0x77 0x1C 0x96 0x77 0x16 0xB5 0x43 0x16 0xB5 0x43 0x16 0xB5 0x43 0x16 0xB5 0x43 0x14 0x3D 0x13 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x92 0x09 0xA3 0x90 0x13 0x79 0x90 0x13 0x79 0x8E 0x53 0xEB 0x8E 0x53 0xEB 0x8C 0xC5 0x09 0x8C 0xC5 0x09 0x8C 0xC5 0x09 0x8C 0xC5 0x09 0x8C 0xC5 0x09 0x8C 0xC5 0x09 0x8B 0x61 0x88 0xE5 0xDF 0xE2 0x0C 0x30 0xE3 0x0C 0x30 0xC2 0x05 0xFF 0xE0 0x00 0x00 0x00 0x00 0x07 0xDF 0x7D 0xF7 0xBE 0x79 0xE7 0x9E 0x79 0xE7 0x9E 0x79 0xE7 0x7D 0xF5 0xD7 0x3C 0xF3 0xCF 0x3C 0xF0 0x03 0xE8 0x2E 0xE1 0x38 0x86 0xD6 0x23 0x28 0xAB 0xE3 0x2C 0x8E 0xA6 0x42 0x69 0x28 0xE5 0x20 0x96 0x76 0x61 0xA9 0xA5 0xE7 0x14 0x9E 0x46 0x80 0xEA 0x22 0xE9 0x08 0xA6 0x16 0xA0 0x2A 0x9F 0xEA 0xFC 0xAD 0xE6 0xBF 0x6B 0x1C 0xEC 0xF0 0xB5 0xB6 0xDE 0xAB 0x99 0xEE 0xE4 0xBD 0x86 0xFD 0xEC 0x16 0xF0 0xD8 0xC5 0x57 0x1D 0x2C 0x93 0xF2 0xCC 0xCD 0x27 0x3C 0x6D 0x10 0xF4 0xC0 0xD4 0xF7 0x5B 0xAD 0x8D 0xF6 0xB4 0xDC 0xC7 0x88 0x00
5.2714794000,223,0x04,W,0x82
5.3290676000,224,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x06 0x03
5.3299062000,225,0x05,R,0x46 0x00 0x00
5.3301474000,226,0x04,W,0x82
5.3786706000,227,0x04,W,0xA7 0x01 0x00 0x12 0x00 0x38
5.3803662000,228,0x05,R,0x46 0x12 0x00 0x36 0x00 0x00 0x00 0x00 0x02 0x86 0x82 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
5.3814032000,229,0x04,W,0x82
5.4286820000,230,0x04,W,0xA7 0x02 0x00 0x00 0x00 0x12 0x01
5.4308274000,231,0x05,R,0x46 0x00 0x00
5.4310684000,232,0x04,W,0x82
5.5286642000,233,0x04,W,0xA7 0x01 0x00 0x03 0x00 0x02
5.5317492000,234,0x05,R,0x46 0x03 0x00 0x01 0x00 0x1A
5.5326106000,235,0x04,W,0x82
5.5786746000,236,0x04,W,0xA7 0x01 0x00 0x03 0x00 0x02
5.5822096000,237,0x05,R,0x46 0x03 0x00 0x01 0x00 0x1A
5.5830710000,238,0x04,W,0x82
5.6286700000,239,0x04,W,0xA7 0x01 0x00 0x00 0x00 0x35
5.6326704000,240,0x05,R,0x46 0x00 0x00
5.6329114000,241,0x04,W,0x82
5.7286582000,242,0x04,W,0xA7 0x01 0x00 0x03 0x00 0x02
5.7335928000,243,0x05,R,0x46 0x03 0x00 0x01 0x00 0x1A
5.7344542000,244,0x04,W,0x82
5.7786966000,245,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x06 0x00 0x48
5.7840544000,246,0x05,R,0x46 0x00 0x00
5.7842960000,247,0x04,W,0x82
5.8286752000,248,0x04,W,0xA7 0x01 0x00 0x30 0x00 0x09
5.8345158000,249,0x05,R,0x46 0x30 0x00 0xFF 0xFF 0xFF 0xFF 0x33 0xFA 0xFF 0xFF 0xFF 0xFF 0x25 0xB8 0x2F 0x32 0xE6 0xA2 0x4F 0xE0 0x7C 0x97 0x41 0x2D 0xFD 0x94 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0x37 0x54 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0x00 0x00
5.8368888000,250,0x04,W,0x82
5.8786808000,251,0x04,W,0xA7 0x02 0x00 0x00 0x00 0x12 0x04
5.8849772000,252,0x05,R,0x46 0x00 0x00
5.8852190000,253,0x04,W,0x82
5.9786588000,254,0x04,W,0xA7 0x01 0x00 0x03 0x00 0x02
5.9859010000,255,0x05,R,0x46 0x03 0x00 0x01 0x00 0x1A
5.9867632000,256,0x04,W,0x82
6.0286958000,257,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x05 0x04
6.0363620000,258,0x05,R,0x46 0x00 0x00
6.0366038000,259,0x04,W,0x82
6.0786732000,260,0x04,W,0xA7 0x01 0x00 0x0F 0x00 0x38
6.0868238000,261,0x05,R,0x46 0x0F 0x00 0x7F 0xFF 0xFF 0x00 0x00 0x00 0xC7 0xFF 0xFF 0xC7 0xFF 0xFF 0xC0 0x00 0x00
6.0882328000,262,0x04,W,0x82
6.1286910000,263,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x07 0x04
6.1372852000,264,0x05,R,0x46 0x00 0x00
6.1375272000,265,0x04,W,0x82
6.1786678000,266,0x04,W,0xA7 0x01 0x00 0x77 0x01 0x38
6.1877468000,267,0x05,R,0x46 0x77 0x01 0xC0 0x05 0xDC 0x0D 0xAC 0x15 0x7C 0x1D 0x4C 0x25 0x1C 0x2C 0xEC 0x34 0xBC 0x3C 0x8C 0x44 0x5C 0x4C 0x2C 0x53 0xFC 0x5B 0xCC 0x63 0x9C 0x6B 0x6C 0x73 0x3E 0xCB 0xCC 0x83 0xF7 0x73 0xFD 0x76 0xE8 0x63 0x63 0xDF 0xF2 0x8E 0xB9 0x5E 0x23 0x93 0x23 0xD9 0x3D 0x90 0x7E 0xEF 0xCF 0xAE 0x64 0x7B 0xFC 0x8C 0x77 0xA1 0xD5 0x8D 0x74 0x72 0x64 0x7B 0x26 0xB2 0x0F 0xDD 0xFF 0xF5 0xC3 0x25 0xAB 0x91 0x95 0x8A 0x3A 0xB1 0x20 0x8E 0x4C 0x8F 0x64 0xD6 0x41 0xFB 0x80 0x7E 0xB8 0x5E 0x70 0xB2 0x3A 0xC7 0x07 0x56 0x25 0x11 0xC9 0x91 0xEC 0x9A 0xC8 0x3F 0x70 0x0F 0xD7 0x0C 0xAC 0x76 0x48 0xB8 0x48 0xEA 0xC4 0xA2 0x39 0x32 0x3D 0x93 0x59 0x07 0xEE 0xFF 0xFA 0xE3 0xF4 0x95 0xC9 0x4A 0x04 0x1D 0x58 0x94 0x47 0x26 0x47 0xB2 0x73 0x20 0xFD 0xDF 0xBF 0x5D 0x06 0xBC 0xF9 0x26 0x97 0xE3 0xAB 0x12 0x68 0xE4 0xC8 0xF6 0x4F 0x64 0x1F 0xBB 0xEF 0xEB 0xA5 0xE5 0xEF 0x26 0x1A 0xA8 0x75 0x62 0x4D 0x1C 0x99 0x1E 0xCA 0x0C 0x83 0xF7 0x7C 0xFD 0x74 0x7E 0xC2 0x64 0xB2 0x16 0x0E 0xAC 0x49 0xA3 0x93 0x23 0xD9 0x45 0x90 0x7E 0xEF 0x7F 0xAE 0x8F 0xD7 0x1C 0x91 0x71 0x31 0xD5 0x89 0x34 0x72 0x64 0x7B 0x28 0xB2 0x0F 0xDD 0xEB 0xF5 0xD2 0x2F 0x5F 0x92 0x41 0x62 0x3A 0xB1 0x26 0x8E 0x4C 0x8F 0x65 0x26 0x41 0xFB 0xBC 0xBE 0xBA 0xB7 0x35 0xB2 0x39 0xFF 0x47 0x56 0x24 0xD1 0xC9 0x91 0xEC 0xAA 0xC8 0x3F 0x77 0x87 0xD7 0x58 0x5A 0xCE 0x44 0xAE 0xB0 0xEA 0xC4 0x9A 0x39 0x32 0x3D 0x95 0x99 0x07 0xEE 0xED 0xFA 0xEC 0x69 0x71 0xC8 0xE9 0xCF 0x1D 0x58 0x93 0x47 0x26 0x47 0xB2 0xB3 0x20 0xFD 0xDD 0xBF 0x5D 0x9F 0xAB 0x79 0x25 0xDF 0xE3 0xAB 0x12 0x68 0xE4 0xC8 0xF6 0x56 0x64 0x1F 0xBB 0xB7 0xEB 0xB6 0x7D 0x4B 0x21 0xFF 0xC0 0x77 0x7F 0x41 0x1C 0x99 0x1E 0x28 0x82 0x97 0x14 0x41 0x4B 0x9E 0x70 0xA5 0xCF 0x38 0x52 0xE7 0x9C 0x29 0x73 0xCE 0x14 0xB9 0xE7 0x0A 0x5C 0xF3 0x85 0x2E 0x79 0xC2 0x97 0x3C 0xE1 0x4B 0x9E 0x70 0xA5 0xCF 0x38 0x52 0xE7 0x9C 0x29 0x73 0xCE 0x14 0xB9 0xE7 0x0A 0x5C 0xF3 0x85 0x2C
6.2049070000,268,0x04,W,0x82
6.2786844000,269,0x04,W,0xA7 0x03 0x00 0x00 0x00 0x37 0x0A 0x04
6.2886722000,270,0x05,R,0x46 0x00 0x00
6.2889142000,271,0x04,W,0x82
6.3286718000,272,0x04,W,0xA7 0x01 0x00 0x32 0x01 0x38
